4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.440851031002380211e-01,9.447798795420250251e-01,6.535996226336060033e+00,1.779927930180119944e+01,2.290079427965610037e+01,3.267049248300359920e+01
4.276558904583490084e-01,9.753392946988700407e-01,7.409132176302949624e+00,2.140059618415549991e+01,2.781353471186800164e+01,3.779902759689500158e+01
4.276558904583490084e-01,9.753392946988700407e-01,7.409132176302949624e+00,2.140059618415549991e+01,2.781353471186800164e+01,3.779902759689500158e+01
3.920658785721560236e-01,9.351169742040680299e-01,7.427853386110609968e+00,2.206905856964310075e+01,2.897770941716710169e+01,3.965982411439090072e+01
3.920658785721560236e-01,9.351169742040680299e-01,7.427853386110609968e+00,2.206905856964310075e+01,2.897770941716710169e+01,3.965982411439090072e+01
3.920658785721560236e-01,9.351169742040680299e-01,7.427853386110609968e+00,2.206905856964310075e+01,2.897770941716710169e+01,3.965982411439090072e+01
4.386735878207629891e-01,1.009741133334610019e+00,7.810566029889430162e+00,2.248823251560639847e+01,2.975719580130330044e+01,4.249334876805450278e+01
4.386735878207629891e-01,1.009741133334610019e+00,7.810566029889430162e+00,2.248823251560639847e+01,2.975719580130330044e+01,4.249334876805450278e+01
4.370246235131770018e-01,1.005502579813579933e+00,7.831156688034050184e+00,2.253261216844159875e+01,2.975244312313479966e+01,4.239931240890069830e+01
6.136077952937259994e-01,1.284660435719559901e+00,7.881337917635150347e+00,2.383220866618020040e+01,4.131121068581659728e+01,5.460507553442590023e+01
9.587953059635050401e-01,1.985286121853210073e+00,9.019315368060199845e+00,2.577823489333259843e+01,4.488579956674340110e+01,5.573009626884540069e+01
9.587953059635050401e-01,1.985286121853210073e+00,9.019315368060199845e+00,2.577823489333259843e+01,4.488579956674340110e+01,5.573009626884540069e+01
9.704495329365979694e-01,1.953378194725390093e+00,8.593457124296980609e+00,2.314755097908080117e+01,3.901230301272099865e+01,4.795697761685310212e+01
1.136130300905080048e+00,2.135394089982740162e+00,8.765637049841739525e+00,2.145480635334369879e+01,2.762475359861100088e+01,3.737200381314740127e+01
1.762599473389750093e+00,2.857168014042239967e+00,9.092295038633359638e+00,2.084156874208199994e+01,2.659720318310330001e+01,3.529592076374579790e+01
1.572658264183760091e+00,2.562945830946659953e+00,7.613227457820629596e+00,1.768774573773169934e+01,2.200323495243090122e+01,2.780245509324980091e+01
1.555618917704769899e+00,2.427662852261769810e+00,7.346185777062109956e+00,1.865801743742699870e+01,2.437861904320839912e+01,3.364630765729199879e+01
